"chr"	"start"	"end"	"strand"	"name"
"5802"	"chr19"	35717518	35718519	"+"	"KMT2B"
"5803"	"chr1"	35718971	35719972	"-"	"C1orf216"
"5804"	"chr6"	35728082	35729083	"-"	"FKBP5"
"5805"	"chr17"	35731148	35732149	"+"	"RASL10B"
"5806"	"chr9"	35731834	35732835	"+"	"CREB3"
"5807"	"chr9"	35731894	35732895	"-"	"TLN1"
"5808"	"chr6"	35736531	35737532	"+"	"ARMC12"
"5809"	"chr20"	35741811	35742812	"-"	"RBM39"
"5810"	"chr19"	35741952	35742953	"-"	"IGFLR1"
"5811"	"chr19"	35744613	35745614	"+"	"PSENEN"
"5812"	"chr19"	35744931	35745932	"-"	"AD000671.6"
"5813"	"chr19"	35744944	35745945	"-"	"U2AF1L4"
"5814"	"chr19"	35745177	35746178	"+"	"AC002398.9"
"5815"	"chr19"	35747860	35748861	"+"	"LIN37"
"5816"	"chr9"	35748727	35749728	"-"	"GBA2"
"5817"	"chr9"	35748786	35749787	"+"	"RGP1"
"5818"	"chr17"	35752377	35753378	"-"	"GAS2L2"
"5819"	"chr9"	35756112	35757113	"-"	"MSMP"
"5820"	"chr19"	35757578	35758579	"-"	"HSPB6"
"5821"	"chr19"	35757642	35758643	"+"	"PROSER3"
"5822"	"chr17"	35760396	35761397	"+"	"C17orf50"
"5823"	"chr1"	35769466	35770467	"-"	"CLSPN"
"5824"	"chr20"	35771473	35772474	"+"	"PHF20"
"5825"	"chr19"	35774031	35775032	"+"	"ARHGAP33"
"5826"	"chr6"	35776093	35777094	"+"	"CLPSL2"
"5827"	"chr6"	35780516	35781517	"+"	"CLPSL1"
"5828"	"chr9"	35791653	35792654	"+"	"NPR2"
"5829"	"chr17"	35795206	35796207	"-"	"MMP28"
"5830"	"chr6"	35796843	35797844	"-"	"CLPS"
"5831"	"chrX"	35797841	35798842	"+"	"MAGEB16"
"5832"	"chr7"	35800431	35801432	"+"	"7-Sep"
"5833"	"chr6"	35804792	35805793	"+"	"LHFPL5"
"5834"	"chr1"	35807671	35808672	"+"	"AGO4"
"5835"	"chr14"	35808803	35809804	"-"	"RALGAPA1"
"5836"	"chr9"	35811771	35812772	"-"	"SPAG8"
"5837"	"chr19"	35812798	35813799	"-"	"PRODH2"
"5838"	"chr9"	35813950	35814951	"+"	"TMEM8B"
"5839"	"chr9"	35814853	35815854	"-"	"HINT2"
"5840"	"chr14"	35825817	35826818	"+"	"BRMS1L"
"5841"	"chr9"	35828246	35829247	"-"	"FAM221B"
"5842"	"chr5"	35852194	35853195	"+"	"IL7R"
"5843"	"chr19"	35855360	35856361	"+"	"KIRREL2"
"5844"	"chr19"	35867398	35868399	"+"	"APLP1"
"5845"	"chr17"	35868390	35869391	"-"	"HEATR9"
"5846"	"chr19"	35868786	35869787	"-"	"NPHS1"
"5847"	"chr1"	35869307	35870308	"+"	"AGO1"
"5848"	"chr9"	35870100	35871101	"-"	"OR13J1"
"5849"	"chr17"	35880292	35881293	"-"	"CCL5"
"5850"	"chr19"	35901802	35902803	"-"	"NFKBID"
"5851"	"chr19"	35901979	35902980	"+"	"HCST"
"5852"	"chr9"	35905691	35906692	"+"	"HRCT1"
"5853"	"chr19"	35907794	35908795	"-"	"TYROBP"
"5854"	"chr9"	35908982	35909983	"+"	"SPAAR"
"5855"	"chrX"	35919233	35920234	"+"	"CFAP47"
"5856"	"chr6"	35920841	35921842	"-"	"SRPK1"
"5857"	"chr1"	35930217	35931218	"+"	"AGO3"
"5858"	"chr17"	35930272	35931273	"-"	"RDM1"
"5859"	"chr19"	35934857	35935858	"+"	"LRFN3"
"5860"	"chr5"	35938278	35939279	"-"	"CAPSL"
"5861"	"chr17"	35943198	35944199	"-"	"LYZL6"
"5862"	"chr11"	35943480	35944481	"+"	"LDLRAD3"
"5863"	"chr20"	35954063	35955064	"+"	"CNBD2"
"5864"	"chr9"	35957653	35958654	"-"	"OR2S2"
"5865"	"chr20"	35958971	35959972	"-"	"SCAND1"
"5866"	"chr18"	35971582	35972583	"+"	"C18orf21"
"5867"	"chr17"	35980995	35981996	"-"	"CCL16"
"5868"	"chr17"	35986503	35987504	"-"	"CCL14"
"5869"	"chr19"	35994698	35995699	"+"	"SDHAF1"
"5870"	"chr5"	36000527	36001528	"-"	"UGT3A1"
"5871"	"chr17"	36001120	36002121	"-"	"CCL15-CCL14"
"5872"	"chr17"	36001537	36002538	"-"	"CCL15"
"5873"	"chr21"	36004166	36005167	"-"	"RUNX1"
"5874"	"chr19"	36008292	36009293	"-"	"SYNE4"
"5875"	"chr19"	36013738	36014739	"-"	"ALKBH6"
"5876"	"chr17"	36017467	36018468	"-"	"CCL23"
"5877"	"chr6"	36024367	36025368	"-"	"SLC26A8"
"5878"	"chr6"	36027176	36028177	"+"	"MAPK14"
"5879"	"chr22"	36027924	36028925	"-"	"RBFOX2"
"5880"	"chr19"	36032842	36033843	"-"	"CLIP3"
"5881"	"chr9"	36035932	36036933	"+"	"RECK"
"5882"	"chr19"	36054261	36055262	"-"	"THAP8"
"5883"	"chr19"	36054380	36055381	"+"	"WDR62"
"5884"	"chr17"	36063779	36064780	"+"	"CCL18"
"5885"	"chr18"	36067075	36068076	"-"	"RPRD1A"
"5886"	"chr21"	36069440	36070441	"+"	"CBR1"
"5887"	"chr5"	36070857	36071858	"-"	"UGT3A2"
"5888"	"chr21"	36078888	36079889	"-"	"SETD4"
"5889"	"chr1"	36083574	36084575	"+"	"TEKT2"
"5890"	"chr1"	36088374	36089375	"+"	"ADPRHL2"
"5891"	"chr17"	36089668	36090669	"-"	"CCL3"
"5892"	"chr20"	36091003	36092004	"+"	"EPB41L1"
"5893"	"chr17"	36103089	36104090	"+"	"CCL4"
"5894"	"chr19"	36110650	36111651	"+"	"OVOL3"
"5895"	"chr19"	36113788	36114789	"+"	"TBCB"
"5896"	"chr19"	36114845	36115846	"-"	"POLR2I"
"5897"	"chr1"	36124719	36125720	"-"	"COL8A2"
"5898"	"chr6"	36127308	36128309	"+"	"MAPK13"
"5899"	"chr18"	36128884	36129885	"-"	"SLC39A6"
"5900"	"chr18"	36128943	36129944	"+"	"ELP2"
"5901"	"chr13"	36130805	36131806	"-"	"DCLK1"
"5902"	"chr21"	36134411	36135412	"+"	"CBR3"
"5903"	"chr9"	36136035	36137036	"+"	"GLIPR2"
"5904"	"chr19"	36139074	36140075	"+"	"CAPNS1"
"5905"	"chr5"	36151460	36152461	"-"	"LMBRD2"
"5906"	"chr5"	36151488	36152489	"+"	"SKP2"
"5907"	"chr19"	36152368	36153369	"-"	"COX7A1"
"5908"	"chr7"	36152648	36153649	"+"	"EEPD1"
"5909"	"chr1"	36155078	36156079	"+"	"MAP7D1"
"5910"	"chr1"	36155552	36156553	"-"	"TRAPPC3"
"5911"	"chr21"	36156281	36157282	"+"	"DOPEY2"
"5912"	"chr22"	36165676	36166677	"-"	"APOL3"
"5913"	"chr9"	36168893	36169894	"+"	"CCIN"
"5914"	"chr17"	36176135	36177136	"-"	"TBC1D3B"
"5915"	"chr18"	36187018	36188019	"+"	"MOCOS"
"5916"	"chr9"	36190355	36191356	"+"	"CLTA"
"5917"	"chr6"	36196243	36197244	"+"	"BRPF3"
"5918"	"chr17"	36196257	36197258	"-"	"CCL3L3"
"5919"	"chr22"	36204339	36205340	"-"	"APOL4"
"5920"	"chr17"	36210423	36211424	"+"	"CCL4L2"
"5921"	"chr19"	36214101	36215102	"+"	"ZNF146"
"5922"	"chr13"	36214114	36215115	"-"	"SOHLH2"
"5923"	"chr1"	36223915	36224916	"+"	"THRAP3"
"5924"	"chr20"	36235958	36236959	"+"	"AAR2"
"5925"	"chr22"	36239453	36240454	"-"	"APOL2"
"5926"	"chr5"	36241778	36242779	"-"	"NADK2"
"5927"	"chr6"	36242702	36243703	"+"	"PNPLA1"
"5928"	"chr4"	36244008	36245009	"-"	"ARAP2"
"5929"	"chr19"	36245756	36246757	"-"	"ZNF565"
"5930"	"chr22"	36252509	36253510	"+"	"APOL1"
"5931"	"chr17"	36264052	36265053	"-"	"TBC1D3I"
"5932"	"chr9"	36276555	36277556	"-"	"GNE"
"5933"	"chr4"	36281121	36282122	"+"	"DTHD1"
"5934"	"chr11"	36288948	36289949	"-"	"COMMD9"
"5935"	"chr11"	36295787	36296788	"+"	"PRR5L"
"5936"	"chr18"	36297213	36298214	"+"	"FHOD3"
"5937"	"chr13"	36297339	36298340	"-"	"CCDC169"
"5938"	"chr13"	36297341	36298342	"-"	"CCDC169-SOHLH2"
"5939"	"chr5"	36301613	36302614	"-"	"RANBP3L"
"5940"	"chr20"	36305835	36306836	"+"	"DLGAP4"
"5941"	"chr1"	36305886	36306887	"+"	"SH3D21"
"5942"	"chr21"	36319688	36320689	"+"	"MORC3"
"5943"	"chr14"	36320175	36321176	"-"	"MBIP"
"5944"	"chr17"	36323383	36324384	"+"	"TBC1D3G"
"5945"	"chr1"	36323653	36324654	"-"	"EVA1B"
"5946"	"chr6"	36336384	36337385	"-"	"C6orf222"
"5947"	"chr2"	36355425	36356426	"+"	"CRIM1"
"5948"	"chr13"	36369679	36370680	"-"	"SPG20"
"5949"	"chr19"	36378698	36379699	"-"	"ZFP14"
"5950"	"chr3"	36379843	36380844	"+"	"STAC"
"5951"	"chr21"	36384877	36385878	"+"	"CHAF1B"
"5952"	"chr1"	36385395	36386396	"-"	"STK40"
"5953"	"chr6"	36387299	36388300	"-"	"ETV7"
"5954"	"chr22"	36387517	36388518	"-"	"MYH9"
"5955"	"chr17"	36387922	36388923	"-"	"TBC1D3H"
"5956"	"chr7"	36389305	36390306	"+"	"ANLN"
"5957"	"chr7"	36389624	36390625	"-"	"KIAA0895"
"5958"	"chr1"	36397391	36398392	"-"	"LSM10"
"5959"	"chr19"	36418155	36419156	"-"	"ZFP82"
"5960"	"chr13"	36431019	36432020	"+"	"CCNA1"
"5961"	"chr17"	36439065	36440066	"-"	"TBC1D3F"
"5962"	"chr6"	36442266	36443267	"+"	"KCTD20"
"5963"	"chr6"	36442388	36443389	"-"	"PXT1"
"5964"	"chr1"	36449950	36450951	"-"	"OSCP1"
"5965"	"chr1"	36463936	36464937	"-"	"MRPS15"
"5966"	"chr22"	36481529	36482530	"-"	"TXN2"
"5967"	"chr1"	36482777	36483778	"-"	"CSF3R"
"5968"	"chr17"	36486128	36487129	"+"	"ZNHIT3"
"5969"	"chr9"	36487047	36488048	"-"	"RNF38"
"5970"	"chr19"	36489401	36490402	"-"	"ZNF566"
"5971"	"chr22"	36506600	36507601	"-"	"FOXRED2"
"5972"	"chr11"	36509771	36510772	"-"	"TRAF6"
"5973"	"chr11"	36510208	36511209	"+"	"RAG1"
"5974"	"chr14"	36513328	36514329	"-"	"SFTA3"
"5975"	"chr14"	36520648	36521649	"-"	"NKX2-1"
"5976"	"chr19"	36528159	36529160	"-"	"ZNF260"
"5977"	"chr22"	36528935	36529936	"-"	"EIF3D"
"5978"	"chr17"	36534519	36535520	"+"	"PIGW"
"5979"	"chr20"	36540983	36541984	"+"	"MYL9"
"5980"	"chr17"	36542934	36543935	"-"	"MYO19"
"5981"	"chr17"	36544387	36545388	"+"	"GGNBP2"
"5982"	"chr6"	36546969	36547970	"-"	"STK38"
"5983"	"chr9"	36572361	36573362	"+"	"MELK"
"5984"	"chr20"	36572987	36573988	"+"	"TGIF2"
"5985"	"chr20"	36574052	36575053	"+"	"TGIF2-C20orf24"
"5986"	"chr21"	36576068	36577069	"-"	"CLDN14"
"5987"	"chr15"	36579110	36580111	"+"	"C15orf41"
"5988"	"chr14"	36582106	36583107	"-"	"NKX2-8"
"5989"	"chr17"	36591297	36592298	"+"	"DHRS11"
"5990"	"chr6"	36593852	36594853	"+"	"SRSF3"
"5991"	"chr11"	36593992	36594993	"+"	"C11orf74"
"5992"	"chr11"	36597778	36598779	"-"	"RAG2"
"5993"	"chr17"	36601071	36602072	"+"	"MRM1"
"5994"	"chr19"	36604316	36605317	"+"	"ZNF382"
"5995"	"chr19"	36604775	36605776	"-"	"ZNF529"
"5996"	"chr20"	36605233	36606234	"+"	"C20orf24"
"5997"	"chr5"	36605854	36606855	"+"	"SLC1A3"
"5998"	"chr2"	36645586	36646587	"-"	"FEZ2"
"5999"	"chr20"	36645715	36646716	"-"	"SLA2"
"6000"	"chr14"	36657067	36658068	"+"	"PAX9"
"6001"	"chr19"	36666352	36667353	"-"	"ZNF461"
"6002"	"chr13"	36673411	36674412	"+"	"SERTM1"
"6003"	"chr6"	36675959	36676960	"+"	"CDKN1A"
"6004"	"chr19"	36687111	36688112	"+"	"ZNF567"
"6005"	"chr2"	36696189	36697190	"+"	"VIT"
"6006"	"chr6"	36697350	36698351	"+"	"RAB44"
"6007"	"chr21"	36698632	36699633	"+"	"SIM2"
"6008"	"chr22"	36703057	36704058	"-"	"CACNG2"
"6009"	"chr7"	36724048	36725049	"-"	"AOAH"
"6010"	"chr20"	36745577	36746578	"-"	"NDRG3"
"6011"	"chr3"	36763848	36764849	"-"	"DCLK3"
"6012"	"chr19"	36772324	36773325	"-"	"ZNF850"
"6013"	"chr20"	36773317	36774318	"-"	"DSN1"
"6014"	"chr22"	36775755	36776756	"-"	"IFT27"
"6015"	"chr8"	36783823	36784824	"+"	"KCNU1"
"6016"	"chr13"	36818723	36819724	"+"	"RFXAP"
"6017"	"chr22"	36818978	36819979	"-"	"PVALB"
"6018"	"chr18"	36828605	36829606	"+"	"KIAA1328"
"6019"	"chr18"	36828715	36829716	"-"	"TPGS2"
"6020"	"chr6"	36839501	36840502	"-"	"CPNE5"
"6021"	"chr19"	36849860	36850861	"+"	"ZNF345"
"6022"	"chr19"	36850286	36851287	"-"	"ZNF790"
"6023"	"chr22"	36860487	36861488	"+"	"NCF4"
"6024"	"chr20"	36863185	36864186	"-"	"SOGA1"
"6025"	"chr6"	36871369	36872370	"+"	"C6orf89"
"6026"	"chr6"	36874523	36875524	"-"	"PPIL1"
"6027"	"chr20"	36875620	36876621	"+"	"TLDC2"
"6028"	"chr5"	36876258	36877259	"+"	"NIPBL"
"6029"	"chr22"	36913127	36914128	"+"	"CSF2RB"
"6030"	"chr19"	36915790	36916791	"-"	"ZNF829"
"6031"	"chr19"	36915828	36916829	"+"	"ZNF568"
"6032"	"chr13"	36920264	36921265	"-"	"SMAD9"
"6033"	"chr17"	36936284	36937285	"+"	"LHX1"
"6034"	"chr3"	36944556	36945557	"-"	"TRANK1"
"6035"	"chr6"	36947762	36948763	"+"	"PI16"
"6036"	"chr17"	36948374	36949375	"+"	"AATF"
"6037"	"chr20"	36951342	36952343	"-"	"SAMHD1"
"6038"	"chr2"	36965971	36966972	"-"	"STRN"
"6039"	"chr6"	36985797	36986798	"-"	"MTCH1"
"6040"	"chr21"	36989735	36990736	"-"	"HLCS"
"6041"	"chr3"	36992667	36993668	"-"	"EPM2AIP1"
"6042"	"chr3"	36992831	36993832	"+"	"MLH1"
"6043"	"chr13"	36998315	36999316	"+"	"EXOSC8"
"6044"	"chr13"	36999760	37000761	"-"	"ALG5"
"6045"	"chr6"	37005145	37006146	"+"	"FGD2"
"6046"	"chr21"	37005649	37006650	"+"	"RIPPLY3"
"6047"	"chr22"	37007340	37008341	"-"	"TEX33"
"6048"	"chr19"	37007356	37008357	"+"	"ZNF420"
"6049"	"chrX"	37007896	37008897	"+"	"FAM47C"
"6050"	"chr22"	37019134	37020135	"+"	"MPST"
"6051"	"chr22"	37019682	37020683	"-"	"TST"
"6052"	"chr1"	37033628	37034629	"-"	"GRIK3"
"6053"	"chr9"	37033684	37034685	"-"	"PAX5"
"6054"	"chr22"	37051235	37052236	"+"	"KCTD17"
"6055"	"chr13"	37059212	37060213	"-"	"SUPT20H"
"6056"	"chr21"	37072669	37073670	"-"	"PIGP"
"6057"	"chr21"	37072725	37073726	"+"	"TTC3"
"6058"	"chr2"	37083841	37084842	"-"	"HEATR5B"
"6059"	"chr2"	37083950	37084951	"+"	"GPATCH11"
"6060"	"chr20"	37095494	37096495	"-"	"RBL1"
"6061"	"chr15"	37100798	37101799	"-"	"MEIS2"
"6062"	"chr13"	37105163	37106164	"-"	"CSNK1A1L"
"6063"	"chr22"	37109062	37110063	"-"	"TMPRSS6"
"6064"	"chr9"	37120038	37121039	"+"	"ZCCHC7"
"6065"	"chr10"	37125287	37126288	"+"	"ANKRD30A"
"6066"	"chr2"	37156564	37157565	"-"	"EIF2AK2"
"6067"	"chr6"	37169702	37170703	"+"	"PIM1"
"6068"	"chr19"	37172240	37173241	"-"	"ZNF585A"
"6069"	"chr14"	37172365	37173366	"-"	"SLC25A21"
"6070"	"chr22"	37174553	37175554	"-"	"IL2RB"
"6071"	"chr20"	37177909	37178910	"+"	"RPN2"
"6072"	"chr20"	37179087	37180088	"-"	"MROH8"
"6073"	"chr3"	37183188	37184189	"-"	"LRRFIP2"
"6074"	"chr2"	37195987	37196988	"+"	"CEBPZOS"
"6075"	"chr2"	37196097	37197098	"-"	"SULT6B1"
"6076"	"chr14"	37197412	37198413	"+"	"MIPOL1"
"6077"	"chr22"	37198884	37199885	"-"	"C1QTNF6"
"6078"	"chr19"	37210011	37211012	"-"	"CTC-454I21.3"
"6079"	"chr22"	37211821	37212822	"-"	"SSTR3"
"6080"	"chr19"	37217425	37218426	"+"	"ZNF383"
"6081"	"chr19"	37217652	37218653	"-"	"ZNF585B"
"6082"	"chr2"	37231130	37232131	"+"	"NDUFAF7"
"6083"	"chr2"	37231212	37232213	"-"	"CEBPZ"
"6084"	"chr3"	37242676	37243677	"+"	"GOLGA4"
"6085"	"chr4"	37243719	37244720	"+"	"NWD2"
"6086"	"chr22"	37243947	37244948	"-"	"RAC2"
"6087"	"chr5"	37248927	37249928	"-"	"C5orf42"
"6088"	"chr6"	37257271	37258272	"+"	"TBC1D22B"
"6089"	"chr6"	37257654	37258655	"-"	"TMEM217"
"6090"	"chr20"	37261334	37262335	"-"	"GHRH"
"6091"	"chr21"	37267418	37268419	"-"	"DSCR3"
"6092"	"chr22"	37281526	37282527	"+"	"CYTH4"
"6093"	"chr20"	37289137	37290138	"+"	"MANBAL"
"6094"	"chr19"	37312336	37313337	"+"	"HKR1"
"6095"	"chr2"	37324307	37325308	"-"	"PRKD3"
"6096"	"chr2"	37344073	37345074	"+"	"QPCT"
"6097"	"chr20"	37344184	37345185	"+"	"SRC"
"6098"	"chrX"	37348774	37349775	"+"	"PRRG1"
"6099"	"chrX"	37348829	37349830	"+"	"RP5-972B16.2"
"6100"	"chr6"	37353471	37354472	"+"	"RNF8"
"6101"	"chr21"	37365289	37366290	"+"	"DYRK1A"
"6102"	"chr19"	37370560	37371561	"+"	"ZNF527"
"6103"	"chr5"	37370680	37371681	"-"	"NUP155"
"6104"	"chr17"	37375485	37376486	"+"	"C17orf78"
"6105"	"chr5"	37378711	37379712	"+"	"WDR70"
"6106"	"chr3"	37385768	37386769	"+"	"C3orf35"
"6107"	"chr17"	37406317	37407318	"-"	"ACACA"
"6108"	"chr17"	37406373	37407374	"+"	"TADA2A"
"6109"	"chr9"	37422165	37423166	"+"	"GRHPR"
"6110"	"chr22"	37426969	37427970	"-"	"ELFN2"
"6111"	"chr6"	37432718	37433719	"+"	"CMTR1"
"6112"	"chr7"	37448748	37449749	"-"	"ELMO1"
"6113"	"chr3"	37451614	37452615	"+"	"ITGA9"
"6114"	"chr4"	37453440	37454441	"+"	"C4orf19"
"6115"	"chr9"	37464898	37465899	"-"	"ZBTB5"
"6116"	"chr19"	37467084	37468085	"+"	"ZNF570"
"6117"	"chr19"	37468774	37469775	"-"	"ZNF569"
"6118"	"chr1"	37474051	37475052	"+"	"ZC3H12A"
"6119"	"chr9"	37485434	37486435	"+"	"POLR1E"
"6120"	"chr22"	37485900	37486901	"-"	"MFNG"
"6121"	"chr17"	37489330	37490331	"+"	"DUSP14"
"6122"	"chr6"	37499421	37500422	"-"	"CCDC167"
"6123"	"chr19"	37506438	37507439	"+"	"ZNF793"
"6124"	"chr1"	37514273	37515274	"-"	"MEAF6"
"6125"	"chr22"	37519041	37520042	"-"	"CARD10"
"6126"	"chr20"	37520714	37521715	"+"	"NNAT"
"6127"	"chr20"	37527430	37528431	"-"	"BLCAP"
"6128"	"chr19"	37550905	37551906	"+"	"ZNF540"
"6129"	"chr1"	37553843	37554844	"-"	"SNIP1"
"6130"	"chr1"	37556418	37557419	"+"	"DNALI1"
"6131"	"chr22"	37559946	37560947	"+"	"CDC42EP1"
"6132"	"chr18"	37565536	37566537	"-"	"CELF4"
"6133"	"chrX"	37571068	37572069	"+"	"LANCL3"
"6134"	"chr9"	37575848	37576849	"-"	"FBXO10"
"6135"	"chr22"	37582115	37583116	"-"	"LGALS2"
"6136"	"chr9"	37591968	37592969	"-"	"RP11-613M10.8"
"6137"	"chr9"	37592141	37593142	"-"	"TOMM5"
"6138"	"chr19"	37594289	37595290	"-"	"ZNF571"
"6139"	"chr14"	37595346	37596347	"+"	"TTC6"
"6140"	"chr1"	37595434	37596435	"-"	"GNL2"
"6141"	"chr14"	37595558	37596559	"-"	"FOXA1"
"6142"	"chr13"	37598343	37599344	"-"	"POSTN"
"6143"	"chr10"	37602473	37603474	"-"	"MTRNR2L7"
"6144"	"chr22"	37607974	37608975	"+"	"GGA1"
"6145"	"chr17"	37608995	37609996	"-"	"SYNRG"
"6146"	"chr22"	37634153	37635154	"+"	"SH3BP1"
"6147"	"chr1"	37634422	37635423	"-"	"RSPO1"
"6148"	"chr17"	37642963	37643964	"-"	"DDX52"
"6149"	"chr9"	37650499	37651500	"+"	"FRMPD1"
"6150"	"chr22"	37658226	37659227	"+"	"PDXP"
"6151"	"chr22"	37675107	37676108	"+"	"LGALS1"
"6152"	"chr22"	37681172	37682173	"+"	"NOL12"
"6153"	"chr7"	37683295	37684296	"+"	"GPR141"
"6154"	"chr7"	37683342	37684343	"+"	"EPDR1"
"6155"	"chrX"	37685258	37686259	"+"	"XK"
"6156"	"chr4"	37685875	37686876	"-"	"RELL1"
"6157"	"chr22"	37685913	37686914	"+"	"RP1-37E16.12"
"6158"	"chr1"	37691748	37692749	"-"	"C1orf109"
"6159"	"chr19"	37691821	37692822	"-"	"ZNF781"
"6160"	"chr19"	37691836	37692837	"-"	"ZFP30"
"6161"	"chr1"	37691917	37692918	"+"	"CDCA8"
"6162"	"chr20"	37693454	37694455	"+"	"CTNNBL1"
"6163"	"chr8"	37695250	37696251	"+"	"ZNF703"
"6164"	"chr22"	37696503	37697504	"+"	"TRIOBP"
"6165"	"chr6"	37698805	37699806	"-"	"MDGA1"
"6166"	"chr19"	37718687	37719688	"-"	"CTD-2528L19.4"
"6167"	"chr19"	37719289	37720290	"-"	"ZNF607"
"6168"	"chr8"	37736098	37737099	"+"	"ERLIN2"
"6169"	"chr2"	37737967	37738968	"-"	"CDC42EP3"
"6170"	"chr17"	37744746	37745747	"-"	"HNF1B"
"6171"	"chr9"	37753302	37754303	"+"	"TRMT10B"
"6172"	"chr8"	37762092	37763093	"+"	"PROSC"
"6173"	"chr1"	37764632	37765633	"-"	"EPHA10"
"6174"	"chrX"	37779510	37780511	"+"	"CYBB"
"6175"	"chr8"	37783690	37784691	"+"	"ADGRA2"
"6176"	"chr1"	37793301	37794302	"+"	"MANEAL"
"6177"	"chr9"	37800001	37801002	"+"	"DCAF10"
"6178"	"chr9"	37800936	37801937	"-"	"EXOSC3"
"6179"	"chr22"	37804592	37805593	"+"	"H1F0"
"6180"	"chr1"	37806478	37807479	"+"	"C1orf122"
"6181"	"chr22"	37807404	37808405	"+"	"GCAT"
"6182"	"chr1"	37807684	37808685	"-"	"YRDC"
"6183"	"chr19"	37816799	37817800	"-"	"ZNF573"
"6184"	"chr6"	37818998	37819999	"+"	"ZFAND3"
"6185"	"chr22"	37822881	37823882	"+"	"GALR3"
"6186"	"chr4"	37826132	37827133	"+"	"PGM2"
"6187"	"chr5"	37839185	37840186	"-"	"GDNF"
"6188"	"chrX"	37847136	37848137	"-"	"DYNLT3"
"6189"	"chr7"	37848096	37849097	"+"	"NME8"
"6190"	"chr22"	37848367	37849368	"+"	"EIF3L"
"6191"	"chr22"	37848826	37849827	"-"	"ANKRD54"
"6192"	"chr8"	37849403	37850404	"-"	"BRF2"
"6193"	"chr10"	37857605	37858606	"-"	"ZNF248"
"6194"	"chr1"	37859119	37860120	"-"	"MTF1"
"6195"	"chr3"	37861459	37862460	"+"	"CTDSPL"
"6196"	"chr13"	37869924	37870925	"-"	"TRPC4"
"6197"	"chr4"	37890586	37891587	"+"	"TBC1D1"
"6198"	"chr8"	37898966	37899967	"-"	"RAB11FIP1"
"6199"	"chr20"	37902603	37903604	"+"	"VSTM2L"
"6200"	"chr9"	37903852	37904853	"-"	"SLC25A51"
"6201"	"chr22"	37905156	37906157	"+"	"MICALL1"
"6202"	"chr19"	37906176	37907177	"-"	"WDR87"
"6203"	"chr19"	37906727	37907728	"+"	"SIPA1L3"
"6204"	"chr21"	37915945	37916946	"-"	"KCNJ6"
"6205"	"chr15"	37921438	37922439	"+"	"TMCO5A"
"6206"	"chr2"	37922686	37923687	"+"	"RMDN2"
"6207"	"chr17"	37923914	37924915	"+"	"TBC1D3K"
"6208"	"chr8"	37939628	37940629	"-"	"GOT1L1"
"6209"	"chr1"	37946556	37947557	"-"	"INPP5B"
"6210"	"chr22"	37952106	37953107	"+"	"POLR2F"
"6211"	"chr22"	37953168	37954169	"-"	"C22orf23"
"6212"	"chr4"	37959934	37960935	"+"	"PTTG2"
"6213"	"chr8"	37966464	37967465	"-"	"ADRB3"
"6214"	"chr10"	37976132	37977133	"-"	"ZNF25"
"6215"	"chr22"	37986921	37987922	"-"	"SOX10"
"6216"	"chr3"	37987558	37988559	"+"	"VILL"
"6217"	"chr17"	37988547	37989548	"-"	"TBC1D3L"
"6218"	"chrX"	37990316	37991317	"+"	"HYPM"
"6219"	"chr1"	37990420	37991421	"-"	"SF3A3"
"6220"	"chr17"	38003475	38004476	"+"	"TBC1D3D"
"6221"	"chr1"	38005105	38006106	"-"	"FHL3"
"6222"	"chrX"	38006081	38007082	"+"	"SYTL5"
"6223"	"chr1"	38008757	38009758	"+"	"UTP11"
"6224"	"chr10"	38010149	38011150	"+"	"ZNF33A"
"6225"	"chr7"	38025194	38026195	"-"	"SFRP4"
"6226"	"chr3"	38029261	38030262	"-"	"PLCD1"
"6227"	"chr8"	38029840	38030841	"+"	"EIF4EBP1"
"6228"	"chr20"	38032967	38033968	"-"	"TTI1"
"6229"	"chr20"	38033045	38034046	"+"	"RPRD1B"
"6230"	"chr3"	38038704	38039705	"+"	"DLEC1"
"6231"	"chr1"	38046293	38047294	"-"	"POU3F1"
"6232"	"chr22"	38055810	38056811	"+"	"PICK1"
"6233"	"chr17"	38068091	38069092	"-"	"TBC1D3C"
"6234"	"chr9"	38068186	38069187	"-"	"RP11-613M10.9"
"6235"	"chr9"	38068710	38069711	"-"	"SHB"
"6236"	"chr22"	38083592	38084593	"-"	"SLC16A8"
"6237"	"chr10"	38093833	38094834	"+"	"ZNF37A"
"6238"	"chr10"	38093867	38094868	"+"	"RP11-508N22.2"
"6239"	"chr8"	38104741	38105742	"+"	"ASH2L"
"6240"	"chr2"	38109401	38110402	"-"	"CYP1B1"
"6241"	"chr22"	38110169	38111170	"-"	"BAIAP2L2"
"6242"	"chr21"	38120859	38121860	"-"	"DSCR4"
"6243"	"chr21"	38120950	38121951	"+"	"DSCR8"
"6244"	"chr17"	38127450	38128451	"+"	"TBC1D3E"
"6245"	"chr3"	38136741	38137742	"-"	"ACAA1"
"6246"	"chr3"	38137977	38138978	"+"	"MYD88"
"6247"	"chr8"	38150764	38151765	"-"	"STAR"
"6248"	"chr21"	38156533	38157534	"+"	"KCNJ15"
"6249"	"chr3"	38164588	38165589	"+"	"OXSR1"
"6250"	"chr20"	38166077	38167078	"-"	"TGM2"
